player_id,positive_drivers,negative_drivers
300532,age (+0.151); minutes last season (+0.137); minutes consistency (+0.025); goals per 90 (+0.022); assists/90 last season (+0.022),league minutes (-0.349); club squad rotation (-0.218); minutes per appearance (-0.198); 3-season average minutes (-0.089); goal contributions per 90 (-0.071)
301238,league minutes (+0.401); 3-season average minutes (+0.258); minutes last season (+0.140); age (+0.110); height (+0.098),goal contributions per 90 (-0.178); club squad rotation (-0.103); goals per 90 (-0.101); seasons of top-5 history (-0.055); league context (-0.026)
302371,goal contributions per 90 (+0.069); age (+0.064); goals per 90 (+0.055); height (+0.023); minutes consistency (+0.023),league minutes (-0.315); minutes per appearance (-0.263); minutes last season (-0.086); 3-season average minutes (-0.075); position: Defender (-0.051)
303219,league minutes (+0.113); 3-season average minutes (+0.110); age (+0.101); height (+0.099); minutes last season (+0.097),league context (-0.191); goal contributions per 90 (-0.080); appearances (-0.064); position: Midfield (-0.054); disciplinary record (-0.042)
303254,seasons of top-5 history (+0.342); 3-season average minutes (+0.191); age (+0.132); minutes last season (+0.120); goals/90 last season (+0.078),goal contributions per 90 (-0.266); league minutes (-0.252); club squad rotation (-0.169); goals per 90 (-0.100); league context (-0.077)
303259,seasons of top-5 history (+0.337); league minutes (+0.262); age (+0.105); minutes per appearance (+0.072); 3-season average output (+0.066),club squad rotation (-0.163); minutes last season (-0.118); minutes consistency (-0.081); position: Defender (-0.078); 3-season average minutes (-0.071)
303657,3-season average minutes (+0.159); minutes last season (+0.078); minutes per appearance (+0.064); seasons of top-5 history (+0.053); age (+0.044),league minutes (-0.287); goal contributions per 90 (-0.268); club squad rotation (-0.197); gap since last season (-0.179); goals per 90 (-0.127)
305947,goal contributions per 90 (+0.532); minutes last season (+0.141); age (+0.091); goals per 90 (+0.088); change in minutes (+0.083),league minutes (-0.237); club squad rotation (-0.192); minutes per appearance (-0.156); 3-season average minutes (-0.053); league context (-0.051)
306024,league context (+0.406); seasons of top-5 history (+0.220); minutes last season (+0.120); height (+0.068); age (+0.041),league minutes (-0.214); minutes per appearance (-0.116); position: Midfield (-0.088); goal contributions per 90 (-0.081); position: Defender (-0.080)
308133,goal contributions per 90 (+0.322); goals per 90 (+0.062); minutes consistency (+0.019); club squad rotation (+0.012); goals/90 last season (+0.004),league minutes (-0.308); league context (-0.246); minutes per appearance (-0.220); gap since last season (-0.185); age (-0.075)
308279,seasons of top-5 history (+0.312); position: Midfield (+0.094); league minutes (+0.088); goal contributions per 90 (+0.084); age (+0.073),club squad rotation (-0.131); minutes per appearance (-0.114); league context (-0.086); 3-season average minutes (-0.055); height (-0.050)
308989,league minutes (+0.310); height (+0.156); league context (+0.150); club squad rotation (+0.106); minutes per appearance (+0.034),age (-0.910); goal contributions per 90 (-0.211); minutes last season (-0.060); position: Midfield (-0.054); 3-season average minutes (-0.051)
309110,seasons of top-5 history (+0.332); 3-season average minutes (+0.226); league context (+0.146); minutes last season (+0.117); position: Midfield (+0.097),league minutes (-0.225); minutes per appearance (-0.113); club squad rotation (-0.063); goal contributions per 90 (-0.042); position: Defender (-0.023)
309400,goal contributions per 90 (+0.412); age (+0.318); league context (+0.317); seasons of top-5 history (+0.170); 3-season average minutes (+0.139),position: Midfield (-0.052); position: Defender (-0.043); foot: left (-0.012); minutes consistency (-0.010); disciplinary record (-0.007)
311178,seasons of top-5 history (+0.270); league minutes (+0.245); minutes per appearance (+0.105); position: Defender (+0.060); 3-season average output (+0.050),club squad rotation (-0.114); goal contributions per 90 (-0.083); age (-0.045); minutes last season (-0.027); change in minutes (-0.024)
314353,league context (+0.355); age (+0.305); 3-season average minutes (+0.159); seasons of top-5 history (+0.158); league minutes (+0.154),height (-0.050); position: Midfield (-0.021); change in assists/90 (-0.009); disciplinary record (-0.008); appearances (-0.007)
314398,goal contributions per 90 (+0.326); league minutes (+0.144); 3-season average output (+0.127); minutes per appearance (+0.102); position: Midfield (+0.091),age (-1.027); league context (-0.330); height (-0.078); appearances (-0.035); foot: left (-0.033)
314678,age (+0.279); seasons of top-5 history (+0.220); assists/90 last season (+0.168); contributions/90 last season (+0.141); 3-season average minutes (+0.126),league minutes (-0.162); minutes per appearance (-0.146); position: Defender (-0.050); position: Midfield (-0.048); assists per 90 (-0.016)
314875,goal contributions per 90 (+0.560); league context (+0.309); league minutes (+0.228); 3-season average minutes (+0.136); age (+0.133),height (-0.046); position: Defender (-0.023); position: Midfield (-0.022); club squad rotation (-0.021); assists/90 last season (-0.013)
314965,league minutes (+0.168); minutes last season (+0.083); age (+0.051); position: Defender (+0.036); minutes per appearance (+0.030),gap since last season (-0.351); club squad rotation (-0.168); goal contributions per 90 (-0.163); minutes consistency (-0.064); seasons of top-5 history (-0.055)
315145,3-season average minutes (+0.137); position: Midfield (+0.128); age (+0.121); league minutes (+0.104); minutes last season (+0.096),league context (-0.280); goal contributions per 90 (-0.059); club squad rotation (-0.034); 3-season average output (-0.032); contributions/90 last season (-0.032)
315779,goal contributions per 90 (+0.897); age (+0.249); seasons of top-5 history (+0.219); contributions/90 last season (+0.141); league minutes (+0.132),club squad rotation (-0.099); minutes consistency (-0.084); league context (-0.049); position: Defender (-0.040); position: Midfield (-0.035)
315853,age (+0.298); seasons of top-5 history (+0.231); 3-season average minutes (+0.156); league minutes (+0.150); minutes last season (+0.146),position: Midfield (-0.055); goal contributions per 90 (-0.019); disciplinary record (-0.017); goals per 90 (-0.011); foot: left (-0.009)
315858,seasons of top-5 history (+0.339); age (+0.254); height (+0.191); 3-season average minutes (+0.177); minutes last season (+0.124),league context (-0.321); goal contributions per 90 (-0.205); goals per 90 (-0.093); minutes consistency (-0.054); position: Midfield (-0.047)
315865,age (+0.326); seasons of top-5 history (+0.255); league minutes (+0.227); 3-season average minutes (+0.226); minutes last season (+0.161),club squad rotation (-0.065); position: Defender (-0.055); position: Midfield (-0.028); assists per 90 (-0.022); height (-0.020)
315969,goal contributions per 90 (+0.384); league minutes (+0.232); height (+0.208); position: Midfield (+0.200); seasons of top-5 history (+0.165),minutes consistency (-0.050); change in minutes (-0.026); contributions/90 last season (-0.019); position: Defender (-0.017); change in contributions/90 (-0.012)
316264,league context (+0.354); age (+0.264); 3-season average minutes (+0.181); minutes last season (+0.170); league minutes (+0.150),height (-0.045); position: Defender (-0.019); foot: left (-0.019); change in contributions/90 (-0.010); change in assists/90 (-0.007)
316884,league minutes (+0.336); height (+0.132); league context (+0.093); minutes per appearance (+0.088); disciplinary record (+0.054),goal contributions per 90 (-0.220); 3-season average minutes (-0.079); minutes last season (-0.078); goals per 90 (-0.067); position: Midfield (-0.059)
316934,position: Midfield (+0.101); assists/90 last season (+0.091); age (+0.058); change in assists/90 (+0.047); disciplinary record (+0.027),league minutes (-0.282); gap since last season (-0.184); minutes per appearance (-0.101); minutes last season (-0.081); club squad rotation (-0.078)
318204,age (+0.250); 3-season average minutes (+0.158); assists/90 last season (+0.143); goal contributions per 90 (+0.130); minutes per appearance (+0.117),league context (-0.132); height (-0.045); minutes consistency (-0.036); league minutes (-0.026); club squad rotation (-0.014)
318523,seasons of top-5 history (+0.228); 3-season average minutes (+0.185); age (+0.142); position: Defender (+0.068); goals per 90 (+0.052),club squad rotation (-0.184); gap since last season (-0.138); minutes consistency (-0.070); goal contributions per 90 (-0.065); league context (-0.040)
318528,goal contributions per 90 (+0.886); age (+0.184); contributions/90 last season (+0.148); seasons of top-5 history (+0.138); league minutes (+0.130),minutes consistency (-0.118); position: Midfield (-0.070); position: Defender (-0.042); change in goals/90 (-0.009); appearances (-0.007)
319745,seasons of top-5 history (+0.372); position: Midfield (+0.135); 3-season average output (+0.037); change in assists/90 (+0.035); change in contributions/90 (+0.021),league minutes (-0.312); goal contributions per 90 (-0.233); gap since last season (-0.130); minutes per appearance (-0.073); 3-season average minutes (-0.066)
321528,position: Defender (+0.126); club squad rotation (+0.120); goal contributions per 90 (+0.108); league context (+0.105); 3-season average output (+0.083),minutes per appearance (-0.104); age (-0.059); minutes last season (-0.042); position: Midfield (-0.040); disciplinary record (-0.017)
322655,age (+0.530); minutes last season (+0.144); seasons of top-5 history (+0.076); disciplinary record (+0.063); height (+0.054),league minutes (-0.357); club squad rotation (-0.234); gap since last season (-0.215); goal contributions per 90 (-0.168); goals per 90 (-0.097)
323167,age (+0.183); league minutes (+0.098); goals per 90 (+0.041); position: Defender (+0.035); minutes per appearance (+0.031),goal contributions per 90 (-0.296); club squad rotation (-0.239); league context (-0.159); 3-season average minutes (-0.098); minutes consistency (-0.066)
324223,league context (+0.690); age (+0.092); disciplinary record (+0.047); position: Defender (+0.028); gap since last season (+0.024),league minutes (-0.420); goal contributions per 90 (-0.255); goals per 90 (-0.093); club squad rotation (-0.088); height (-0.073)
324278,age (+0.329); seasons of top-5 history (+0.303); 3-season average minutes (+0.142); position: Midfield (+0.125); 3-season average output (+0.085),league context (-0.220); minutes per appearance (-0.137); league minutes (-0.078); appearances (-0.063); minutes last season (-0.058)
